_id,acoust,speech,tempo,cloudcover,temperature,studying
06/01/2021 04:58,FALSE,FALSE,FALSE,100,0,0
06/01/2021 05:00,FALSE,FALSE,FALSE,100,0,0
06/01/2021 05:01,FALSE,FALSE,FALSE,100,0,0
06/01/2021 05:03,FALSE,FALSE,FALSE,100,0.4,0
06/01/2021 05:04,FALSE,FALSE,FALSE,100,0.4,0
06/01/2021 05:06,FALSE,FALSE,FALSE,100,0.4,0
06/01/2021 05:07,FALSE,FALSE,FALSE,100,0.4,0
06/01/2021 05:09,FALSE,FALSE,FALSE,100,0.4,0
06/01/2021 05:10,FALSE,FALSE,FALSE,100,0.4,0
06/01/2021 05:12,FALSE,FALSE,FALSE,100,0.4,0
06/01/2021 05:13,FALSE,FALSE,FALSE,100,0.4,0
06/01/2021 05:15,FALSE,FALSE,FALSE,100,0.4,0
06/01/2021 05:16,FALSE,FALSE,FALSE,100,0.4,0
06/01/2021 05:18,FALSE,FALSE,FALSE,100,0.4,0
06/01/2021 05:19,FALSE,FALSE,FALSE,100,0.4,0
06/01/2021 05:21,FALSE,FALSE,FALSE,100,0.4,0
06/01/2021 05:22,FALSE,FALSE,FALSE,100,0.4,0
06/01/2021 05:24,FALSE,FALSE,FALSE,100,0.4,0
06/01/2021 05:25,FALSE,FALSE,FALSE,100,0.4,0
06/01/2021 05:27,FALSE,FALSE,FALSE,100,0.4,0
06/01/2021 05:28,FALSE,FALSE,FALSE,100,0.4,0
06/01/2021 05:30,FALSE,FALSE,FALSE,100,0.4,0
06/01/2021 05:31,FALSE,FALSE,FALSE,100,0.4,0
06/01/2021 05:33,FALSE,FALSE,FALSE,100,0.5,0
06/01/2021 05:34,FALSE,FALSE,FALSE,100,0.5,0
06/01/2021 05:36,FALSE,FALSE,FALSE,100,0.5,0
06/01/2021 05:37,FALSE,FALSE,FALSE,100,0.5,0
06/01/2021 05:39,FALSE,FALSE,FALSE,100,0.5,0
06/01/2021 05:40,FALSE,FALSE,FALSE,100,0.5,0
06/01/2021 05:42,FALSE,FALSE,FALSE,100,0.5,0
06/01/2021 05:43,FALSE,FALSE,FALSE,100,0.5,0
06/01/2021 05:45,FALSE,FALSE,FALSE,100,0.5,0
06/01/2021 05:46,FALSE,FALSE,FALSE,100,0.5,0
06/01/2021 05:48,FALSE,FALSE,FALSE,100,0.5,0
06/01/2021 05:49,FALSE,FALSE,FALSE,100,0.5,0
06/01/2021 05:51,FALSE,FALSE,FALSE,100,0.5,0
06/01/2021 05:52,FALSE,FALSE,FALSE,100,0.5,0
06/01/2021 05:54,FALSE,FALSE,FALSE,100,0.5,0
